epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.5548750024288893,2.374667891860008,0.08059272821992636,2.40626023709774,0.5524999991059303,2.3967246413230896,0.0806705392897129,2.4283474922180175
1,0.5548749968409539,2.3746677473187447,0.07777271829545498,2.4051546543836593,0.5524999991059303,2.3967246413230896,0.07588698528707027,2.4264723300933837
2,0.5548749960958957,2.3746678709983824,0.07585180718451738,2.404401791095734,0.5524999991059303,2.3967246413230896,0.07587854824960232,2.4264690399169924
3,0.554874999448657,2.37466781437397,0.07587071778252721,2.40440913438797,0.5524999991059303,2.3967246413230896,0.07582359313964844,2.4264474868774415
4,0.5548749960958957,2.3746677353978156,0.07584054740145803,2.4043972343206406,0.5524999991059303,2.3967246413230896,0.07584301009774208,2.4264551043510436
5,0.554874998703599,2.374667775630951,0.0758487842977047,2.4044005036354066,0.5524999991059303,2.3967246413230896,0.0758414164185524,2.426454472541809
6,0.5548749942332506,2.3746677190065384,0.07584205092862248,2.404397797584534,0.5524999991059303,2.3967246413230896,0.07584759294986725,2.426456928253174
